num	dhconf	c1	c1co	c2	c2co
0006	2016	ie	53.3498053,-6.2603097	uk	51.5073509,-0.1277583
0009	2016	ca	45.4215296,-75.6971931	dk	55.6760968,12.5683372
0009	2016	ca	45.4215296,-75.6971931	il	31.768319,35.21371
0009	2016	ca	45.4215296,-75.6971931	it	41.9027835,12.4963655
0009	2016	ca	45.4215296,-75.6971931	uk	51.5073509,-0.1277583
0009	2016	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0009	2016	dk	55.6760968,12.5683372	il	31.768319,35.21371
0009	2016	dk	55.6760968,12.5683372	it	41.9027835,12.4963655
0009	2016	dk	55.6760968,12.5683372	uk	51.5073509,-0.1277583
0009	2016	dk	55.6760968,12.5683372	us	38.9071923,-77.0368707
0009	2016	il	31.768319,35.21371	it	41.9027835,12.4963655
0009	2016	il	31.768319,35.21371	uk	51.5073509,-0.1277583
0009	2016	il	31.768319,35.21371	us	38.9071923,-77.0368707
0009	2016	it	41.9027835,12.4963655	uk	51.5073509,-0.1277583
0009	2016	it	41.9027835,12.4963655	us	38.9071923,-77.0368707
0009	2016	uk	51.5073509,-0.1277583	us	38.9071923,-77.0368707
0016	2016	at	48.2081743,16.3738189	es	40.4167754,-3.7037902
0016	2016	at	48.2081743,16.3738189	eu	50.8503463,4.3517211
0016	2016	at	48.2081743,16.3738189	gr	37.9838096,23.7275388
0016	2016	at	48.2081743,16.3738189	nl	52.3702157,4.8951679
0016	2016	at	48.2081743,16.3738189	uk	51.5073509,-0.1277583
0016	2016	es	40.4167754,-3.7037902	eu	50.8503463,4.3517211
0016	2016	es	40.4167754,-3.7037902	gr	37.9838096,23.7275388
0016	2016	es	40.4167754,-3.7037902	nl	52.3702157,4.8951679
0016	2016	es	40.4167754,-3.7037902	uk	51.5073509,-0.1277583
0016	2016	eu	50.8503463,4.3517211	gr	37.9838096,23.7275388
0016	2016	eu	50.8503463,4.3517211	nl	52.3702157,4.8951679
0016	2016	eu	50.8503463,4.3517211	uk	51.5073509,-0.1277583
0016	2016	gr	37.9838096,23.7275388	nl	52.3702157,4.8951679
0016	2016	gr	37.9838096,23.7275388	uk	51.5073509,-0.1277583
0016	2016	nl	52.3702157,4.8951679	uk	51.5073509,-0.1277583
0024	2016	at	48.2081743,16.3738189	uk	51.5073509,-0.1277583
0026	2016	nl	52.3702157,4.8951679	us	38.9071923,-77.0368707
0027	2016	ie	53.3498053,-6.2603097	us	38.9071923,-77.0368707
0033	2016	at	48.2081743,16.3738189	de	52.5200066,13.404954
0035	2016	de	52.5200066,13.404954	uk	51.5073509,-0.1277583
0038	2016	gr	37.9838096,23.7275388	no	59.9138688,10.7522454
0040	2016	gr	37.9838096,23.7275388	ie	53.3498053,-6.2603097
0040	2016	gr	37.9838096,23.7275388	se	59.3293235,18.0685808
0040	2016	gr	37.9838096,23.7275388	us	38.9071923,-77.0368707
0040	2016	ie	53.3498053,-6.2603097	se	59.3293235,18.0685808
0040	2016	ie	53.3498053,-6.2603097	us	38.9071923,-77.0368707
0040	2016	se	59.3293235,18.0685808	us	38.9071923,-77.0368707
0042	2016	eu	50.8503463,4.3517211	lu	49.611621,6.1319346
0046	2016	de	52.5200066,13.404954	it	41.9027835,12.4963655
0046	2016	de	52.5200066,13.404954	uk	51.5073509,-0.1277583
0046	2016	it	41.9027835,12.4963655	uk	51.5073509,-0.1277583
0055	2016	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0065	2016	ch	46.9479739,7.4474468	de	52.5200066,13.404954
0069	2016	cn	39.9041999,116.4073963	us	38.9071923,-77.0368707
0070	2016	ie	53.3498053,-6.2603097	nl	52.3702157,4.8951679
0082	2016	ie	53.3498053,-6.2603097	uk	51.5073509,-0.1277583
0085	2016	at	48.2081743,16.3738189	de	52.5200066,13.404954
0085	2016	at	48.2081743,16.3738189	no	59.9138688,10.7522454
0085	2016	at	48.2081743,16.3738189	us	38.9071923,-77.0368707
0085	2016	de	52.5200066,13.404954	no	59.9138688,10.7522454
0085	2016	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0085	2016	no	59.9138688,10.7522454	us	38.9071923,-77.0368707
0088	2016	fr	48.856614,2.3522219	it	41.9027835,12.4963655
0092	2016	ar	-34.6036844,-58.3815591	es	40.4167754,-3.7037902
0093	2016	nl	52.3702157,4.8951679	us	38.9071923,-77.0368707
0098	2016	fr	48.856614,2.3522219	it	41.9027835,12.4963655
0100	2016	fr	48.856614,2.3522219	uk	51.5073509,-0.1277583
0102	2016	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0116	2016	hr	45.8150108,15.9819189	us	38.9071923,-77.0368707
0117	2016	fi	60.1698557,24.9383791	us	38.9071923,-77.0368707
0119	2016	ru	55.755826,37.6172999	uk	51.5073509,-0.1277583
0121	2016	de	52.5200066,13.404954	lb	33.8937913,35.5017767
0125	2016	be	50.8503463,4.3517211	mx	19.4326077,-99.133208
0125	2016	be	50.8503463,4.3517211	uk	51.5073509,-0.1277583
0125	2016	be	50.8503463,4.3517211	us	38.9071923,-77.0368707
0125	2016	mx	19.4326077,-99.133208	uk	51.5073509,-0.1277583
0125	2016	mx	19.4326077,-99.133208	us	38.9071923,-77.0368707
0125	2016	uk	51.5073509,-0.1277583	us	38.9071923,-77.0368707
0130	2016	be	50.8503463,4.3517211	mx	19.4326077,-99.133208
0131	2016	cz	50.0755381,14.4378005	eu	50.8503463,4.3517211
0131	2016	cz	50.0755381,14.4378005	nl	52.3702157,4.8951679
0131	2016	eu	50.8503463,4.3517211	nl	52.3702157,4.8951679
0138	2016	it	41.9027835,12.4963655	pl	52.2296756,21.0122287
0139	2016	jp	35.7090259,139.7319925	us	38.9071923,-77.0368707
0140	2016	at	48.2081743,16.3738189	ch	46.9479739,7.4474468
0140	2016	at	48.2081743,16.3738189	dk	55.6760968,12.5683372
0140	2016	at	48.2081743,16.3738189	gr	37.9838096,23.7275388
0140	2016	at	48.2081743,16.3738189	ie	53.3498053,-6.2603097
0140	2016	at	48.2081743,16.3738189	nl	52.3702157,4.8951679
0140	2016	at	48.2081743,16.3738189	rs	44.786568,20.4489216
0140	2016	ch	46.9479739,7.4474468	dk	55.6760968,12.5683372
0140	2016	ch	46.9479739,7.4474468	gr	37.9838096,23.7275388
0140	2016	ch	46.9479739,7.4474468	ie	53.3498053,-6.2603097
0140	2016	ch	46.9479739,7.4474468	nl	52.3702157,4.8951679
0140	2016	ch	46.9479739,7.4474468	rs	44.786568,20.4489216
0140	2016	dk	55.6760968,12.5683372	gr	37.9838096,23.7275388
0140	2016	dk	55.6760968,12.5683372	ie	53.3498053,-6.2603097
0140	2016	dk	55.6760968,12.5683372	nl	52.3702157,4.8951679
0140	2016	dk	55.6760968,12.5683372	rs	44.786568,20.4489216
0140	2016	gr	37.9838096,23.7275388	ie	53.3498053,-6.2603097
0140	2016	gr	37.9838096,23.7275388	nl	52.3702157,4.8951679
0140	2016	gr	37.9838096,23.7275388	rs	44.786568,20.4489216
0140	2016	ie	53.3498053,-6.2603097	nl	52.3702157,4.8951679
0140	2016	ie	53.3498053,-6.2603097	rs	44.786568,20.4489216
0140	2016	nl	52.3702157,4.8951679	rs	44.786568,20.4489216
0168	2016	ca	45.4215296,-75.6971931	it	41.9027835,12.4963655
0170	2016	gr	37.9838096,23.7275388	uk	51.5073509,-0.1277583
0173	2016	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0182	2016	sn	14.716677,-17.4676861	us	38.9071923,-77.0368707
0183	2016	fr	48.856614,2.3522219	pl	52.2296756,21.0122287
0184	2016	uk	51.5073509,-0.1277583	us	38.9071923,-77.0368707
0189	2016	au	-35.308129,149.124402	us	38.9071923,-77.0368707
0191	2016	jp	35.7090259,139.7319925	mn	47.8863988,106.9057439
0199	2016	uk	51.5073509,-0.1277583	us	38.9071923,-77.0368707
0212	2016	br	-15.794392,-47.882004	fi	60.1698557,24.9383791
0216	2016	at	48.2081743,16.3738189	de	52.5200066,13.404954
0216	2016	at	48.2081743,16.3738189	ie	53.3498053,-6.2603097
0216	2016	at	48.2081743,16.3738189	rs	44.786568,20.4489216
0216	2016	at	48.2081743,16.3738189	us	38.9071923,-77.0368707
0216	2016	de	52.5200066,13.404954	ie	53.3498053,-6.2603097
0216	2016	de	52.5200066,13.404954	rs	44.786568,20.4489216
0216	2016	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0216	2016	ie	53.3498053,-6.2603097	rs	44.786568,20.4489216
0216	2016	ie	53.3498053,-6.2603097	us	38.9071923,-77.0368707
0216	2016	rs	44.786568,20.4489216	us	38.9071923,-77.0368707
0221	2016	ca	45.4215296,-75.6971931	de	52.5200066,13.404954
0221	2016	ca	45.4215296,-75.6971931	es	40.4167754,-3.7037902
0221	2016	ca	45.4215296,-75.6971931	fr	48.856614,2.3522219
0221	2016	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0221	2016	de	52.5200066,13.404954	es	40.4167754,-3.7037902
0221	2016	de	52.5200066,13.404954	fr	48.856614,2.3522219
0221	2016	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0221	2016	es	40.4167754,-3.7037902	fr	48.856614,2.3522219
0221	2016	es	40.4167754,-3.7037902	us	38.9071923,-77.0368707
0221	2016	fr	48.856614,2.3522219	us	38.9071923,-77.0368707
0224	2016	ar	-34.6036844,-58.3815591	es	40.4167754,-3.7037902
0229	2016	eu	50.8503463,4.3517211	it	41.9027835,12.4963655
0234	2016	no	59.9138688,10.7522454	us	38.9071923,-77.0368707
0237	2016	de	52.5200066,13.404954	ee	59.4369608,24.7535747
0237	2016	de	52.5200066,13.404954	fi	60.1698557,24.9383791
0237	2016	ee	59.4369608,24.7535747	fi	60.1698557,24.9383791
0238	2016	de	52.5200066,13.404954	pt	38.7222524,-9.1393366
0245	2016	fr	48.856614,2.3522219	se	59.3293235,18.0685808
0248	2016	at	48.2081743,16.3738189	be	50.8503463,4.3517211
0248	2016	at	48.2081743,16.3738189	de	52.5200066,13.404954
0248	2016	at	48.2081743,16.3738189	es	40.4167754,-3.7037902
0248	2016	at	48.2081743,16.3738189	uk	51.5073509,-0.1277583
0248	2016	at	48.2081743,16.3738189	us	38.9071923,-77.0368707
0248	2016	be	50.8503463,4.3517211	de	52.5200066,13.404954
0248	2016	be	50.8503463,4.3517211	es	40.4167754,-3.7037902
0248	2016	be	50.8503463,4.3517211	uk	51.5073509,-0.1277583
0248	2016	be	50.8503463,4.3517211	us	38.9071923,-77.0368707
0248	2016	de	52.5200066,13.404954	es	40.4167754,-3.7037902
0248	2016	de	52.5200066,13.404954	uk	51.5073509,-0.1277583
0248	2016	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0248	2016	es	40.4167754,-3.7037902	uk	51.5073509,-0.1277583
0248	2016	es	40.4167754,-3.7037902	us	38.9071923,-77.0368707
0248	2016	uk	51.5073509,-0.1277583	us	38.9071923,-77.0368707
0249	2016	be	50.8503463,4.3517211	nl	52.3702157,4.8951679
0257	2016	de	52.5200066,13.404954	nl	52.3702157,4.8951679
0257	2016	de	52.5200066,13.404954	pl	52.2296756,21.0122287
0257	2016	nl	52.3702157,4.8951679	pl	52.2296756,21.0122287
0260	2016	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0269	2016	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0270	2016	ch	46.9479739,7.4474468	de	52.5200066,13.404954
0279	2016	ca	45.4215296,-75.6971931	es	40.4167754,-3.7037902
0280	2016	be	50.8503463,4.3517211	il	31.768319,35.21371
0280	2016	be	50.8503463,4.3517211	nl	52.3702157,4.8951679
0280	2016	be	50.8503463,4.3517211	uk	51.5073509,-0.1277583
0280	2016	il	31.768319,35.21371	nl	52.3702157,4.8951679
0280	2016	il	31.768319,35.21371	uk	51.5073509,-0.1277583
0280	2016	nl	52.3702157,4.8951679	uk	51.5073509,-0.1277583
0289	2016	in	28.6139391,77.2090212	us	38.9071923,-77.0368707
0295	2016	au	-35.308129,149.124402	ca	45.4215296,-75.6971931
0295	2016	au	-35.308129,149.124402	us	38.9071923,-77.0368707
0295	2016	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0299	2016	ch	46.9479739,7.4474468	nl	52.3702157,4.8951679
0301	2016	ca	45.4215296,-75.6971931	es	40.4167754,-3.7037902
0304	2016	be	50.8503463,4.3517211	ca	45.4215296,-75.6971931
0316	2016	gr	37.9838096,23.7275388	us	38.9071923,-77.0368707
0323	2016	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0326	2016	pl	52.2296756,21.0122287	us	38.9071923,-77.0368707
0329	2016	lu	49.611621,6.1319346	nl	52.3702157,4.8951679
0338	2016	au	-35.308129,149.124402	us	38.9071923,-77.0368707
0346	2016	at	48.2081743,16.3738189	de	52.5200066,13.404954
0346	2016	at	48.2081743,16.3738189	is	64.1265206,-21.8174392
0346	2016	at	48.2081743,16.3738189	it	41.9027835,12.4963655
0346	2016	at	48.2081743,16.3738189	pl	52.2296756,21.0122287
0346	2016	at	48.2081743,16.3738189	si	46.0569465,14.5057515
0346	2016	de	52.5200066,13.404954	is	64.1265206,-21.8174392
0346	2016	de	52.5200066,13.404954	it	41.9027835,12.4963655
0346	2016	de	52.5200066,13.404954	pl	52.2296756,21.0122287
0346	2016	de	52.5200066,13.404954	si	46.0569465,14.5057515
0346	2016	is	64.1265206,-21.8174392	it	41.9027835,12.4963655
0346	2016	is	64.1265206,-21.8174392	pl	52.2296756,21.0122287
0346	2016	is	64.1265206,-21.8174392	si	46.0569465,14.5057515
0346	2016	it	41.9027835,12.4963655	pl	52.2296756,21.0122287
0346	2016	it	41.9027835,12.4963655	si	46.0569465,14.5057515
0346	2016	pl	52.2296756,21.0122287	si	46.0569465,14.5057515
0356	2016	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0364	2016	ca	45.4215296,-75.6971931	fr	48.856614,2.3522219
0369	2016	ca	45.4215296,-75.6971931	fr	48.856614,2.3522219
0370	2016	pl	52.2296756,21.0122287	us	38.9071923,-77.0368707
0371	2016	be	50.8503463,4.3517211	ca	45.4215296,-75.6971931
0371	2016	be	50.8503463,4.3517211	es	40.4167754,-3.7037902
0371	2016	be	50.8503463,4.3517211	in	28.6139391,77.2090212
0371	2016	ca	45.4215296,-75.6971931	es	40.4167754,-3.7037902
0371	2016	ca	45.4215296,-75.6971931	in	28.6139391,77.2090212
0371	2016	es	40.4167754,-3.7037902	in	28.6139391,77.2090212
0375	2016	au	-35.308129,149.124402	us	38.9071923,-77.0368707
0379	2016	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0383	2016	ch	46.9479739,7.4474468	us	38.9071923,-77.0368707
0393	2016	fr	48.856614,2.3522219	it	41.9027835,12.4963655
0397	2016	nl	52.3702157,4.8951679	us	38.9071923,-77.0368707
0398	2016	at	48.2081743,16.3738189	ie	53.3498053,-6.2603097
0398	2016	at	48.2081743,16.3738189	us	38.9071923,-77.0368707
0398	2016	ie	53.3498053,-6.2603097	us	38.9071923,-77.0368707
0401	2016	ch	46.9479739,7.4474468	fr	48.856614,2.3522219
0402	2016	de	52.5200066,13.404954	eu	50.8503463,4.3517211
0402	2016	de	52.5200066,13.404954	fr	48.856614,2.3522219
0402	2016	de	52.5200066,13.404954	se	59.3293235,18.0685808
0402	2016	eu	50.8503463,4.3517211	fr	48.856614,2.3522219
0402	2016	eu	50.8503463,4.3517211	se	59.3293235,18.0685808
0402	2016	fr	48.856614,2.3522219	se	59.3293235,18.0685808
0405	2016	at	48.2081743,16.3738189	hu	47.497912,19.040235
0406	2016	de	52.5200066,13.404954	it	41.9027835,12.4963655
0407	2016	at	48.2081743,16.3738189	de	52.5200066,13.404954
0407	2016	at	48.2081743,16.3738189	fi	60.1698557,24.9383791
0407	2016	at	48.2081743,16.3738189	nl	52.3702157,4.8951679
0407	2016	at	48.2081743,16.3738189	uk	51.5073509,-0.1277583
0407	2016	de	52.5200066,13.404954	fi	60.1698557,24.9383791
0407	2016	de	52.5200066,13.404954	nl	52.3702157,4.8951679
0407	2016	de	52.5200066,13.404954	uk	51.5073509,-0.1277583
0407	2016	fi	60.1698557,24.9383791	nl	52.3702157,4.8951679
0407	2016	fi	60.1698557,24.9383791	uk	51.5073509,-0.1277583
0407	2016	nl	52.3702157,4.8951679	uk	51.5073509,-0.1277583
0412	2016	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0413	2016	ca	45.4215296,-75.6971931	mx	19.4326077,-99.133208
0413	2016	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0413	2016	mx	19.4326077,-99.133208	us	38.9071923,-77.0368707
0419	2016	gr	37.9838096,23.7275388	us	38.9071923,-77.0368707
0420	2016	eu	50.8503463,4.3517211	it	41.9027835,12.4963655
0426	2016	au	-35.308129,149.124402	us	38.9071923,-77.0368707
0012	2018	ch	46.9479739,7.4474468	ie	53.3498053,-6.2603097
0012	2018	ch	46.9479739,7.4474468	uk	51.5073509,-0.1277583
0012	2018	ie	53.3498053,-6.2603097	uk	51.5073509,-0.1277583
0016	2018	sg	1.355429,103.867722	us	38.9071923,-77.0368707
0017	2018	de	52.5200066,13.404954	eu	50.8503463,4.3517211
0017	2018	de	52.5200066,13.404954	ru	55.755826,37.6172999
0017	2018	eu	50.8503463,4.3517211	ru	55.755826,37.6172999
0027	2018	de	52.5200066,13.404954	ro	44.4267674,26.1025384
0032	2018	cz	50.0755381,14.4378005	pl	52.2296756,21.0122287
0040	2018	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0041	2018	ch	46.9479739,7.4474468	it	41.9027835,12.4963655
0047	2018	au	-35.308129,149.124402	it	41.9027835,12.4963655
0053	2018	no	59.9138688,10.7522454	us	38.9071923,-77.0368707
0056	2018	es	40.4167754,-3.7037902	fr	48.856614,2.3522219
0056	2018	es	40.4167754,-3.7037902	nl	52.3702157,4.8951679
0056	2018	fr	48.856614,2.3522219	nl	52.3702157,4.8951679
0059	2018	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0063	2018	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0065	2018	mx	19.4326077,-99.133208	pt	38.7222524,-9.1393366
0065	2018	mx	19.4326077,-99.133208	uk	51.5073509,-0.1277583
0065	2018	mx	19.4326077,-99.133208	us	38.9071923,-77.0368707
0065	2018	pt	38.7222524,-9.1393366	uk	51.5073509,-0.1277583
0065	2018	pt	38.7222524,-9.1393366	us	38.9071923,-77.0368707
0065	2018	uk	51.5073509,-0.1277583	us	38.9071923,-77.0368707
0066	2018	fr	48.856614,2.3522219	kr	37.552361,126.991432
0066	2018	fr	48.856614,2.3522219	us	38.9071923,-77.0368707
0066	2018	kr	37.552361,126.991432	us	38.9071923,-77.0368707
0068	2018	ca	45.4215296,-75.6971931	cl	-33.4488897,-70.6692655
0068	2018	ca	45.4215296,-75.6971931	mx	19.4326077,-99.133208
0068	2018	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0068	2018	cl	-33.4488897,-70.6692655	mx	19.4326077,-99.133208
0068	2018	cl	-33.4488897,-70.6692655	us	38.9071923,-77.0368707
0068	2018	mx	19.4326077,-99.133208	us	38.9071923,-77.0368707
0072	2018	uk	51.5073509,-0.1277583	us	38.9071923,-77.0368707
0074	2018	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0077	2018	dm	15.3091676,-61.3793554	us	38.9071923,-77.0368707
0079	2018	be	50.8503463,4.3517211	de	52.5200066,13.404954
0079	2018	be	50.8503463,4.3517211	pt	38.7222524,-9.1393366
0079	2018	be	50.8503463,4.3517211	us	38.9071923,-77.0368707
0079	2018	de	52.5200066,13.404954	pt	38.7222524,-9.1393366
0079	2018	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0079	2018	pt	38.7222524,-9.1393366	us	38.9071923,-77.0368707
0080	2018	ch	46.9479739,7.4474468	de	52.5200066,13.404954
0081	2018	fr	48.856614,2.3522219	gr	37.9838096,23.7275388
0081	2018	fr	48.856614,2.3522219	it	41.9027835,12.4963655
0081	2018	fr	48.856614,2.3522219	mx	19.4326077,-99.133208
0081	2018	fr	48.856614,2.3522219	us	38.9071923,-77.0368707
0081	2018	gr	37.9838096,23.7275388	it	41.9027835,12.4963655
0081	2018	gr	37.9838096,23.7275388	mx	19.4326077,-99.133208
0081	2018	gr	37.9838096,23.7275388	us	38.9071923,-77.0368707
0081	2018	it	41.9027835,12.4963655	mx	19.4326077,-99.133208
0081	2018	it	41.9027835,12.4963655	us	38.9071923,-77.0368707
0081	2018	mx	19.4326077,-99.133208	us	38.9071923,-77.0368707
0082	2018	es	40.4167754,-3.7037902	fr	48.856614,2.3522219
0083	2018	au	-35.308129,149.124402	ca	45.4215296,-75.6971931
0083	2018	au	-35.308129,149.124402	us	38.9071923,-77.0368707
0083	2018	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0087	2018	cy	35.1855659,33.3822764	de	52.5200066,13.404954
0087	2018	cy	35.1855659,33.3822764	it	41.9027835,12.4963655
0087	2018	cy	35.1855659,33.3822764	us	38.9071923,-77.0368707
0087	2018	de	52.5200066,13.404954	it	41.9027835,12.4963655
0087	2018	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0087	2018	it	41.9027835,12.4963655	us	38.9071923,-77.0368707
0089	2018	mx	19.4326077,-99.133208	nl	52.3702157,4.8951679
0093	2018	ar	-34.6036844,-58.3815591	gh	5.6037168,-0.1869644
0093	2018	ar	-34.6036844,-58.3815591	us	38.9071923,-77.0368707
0093	2018	gh	5.6037168,-0.1869644	us	38.9071923,-77.0368707
0094	2018	ca	45.4215296,-75.6971931	nl	52.3702157,4.8951679
0094	2018	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0094	2018	nl	52.3702157,4.8951679	us	38.9071923,-77.0368707
0095	2018	mx	19.4326077,-99.133208	us	38.9071923,-77.0368707
0096	2018	mx	19.4326077,-99.133208	us	38.9071923,-77.0368707
0106	2018	jp	35.7090259,139.7319925	mn	47.8863988,106.9057439
0107	2018	at	48.2081743,16.3738189	es	40.4167754,-3.7037902
0109	2018	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0111	2018	de	52.5200066,13.404954	it	41.9027835,12.4963655
0114	2018	gr	37.9838096,23.7275388	us	38.9071923,-77.0368707
0134	2018	es	40.4167754,-3.7037902	it	41.9027835,12.4963655
0140	2018	it	41.9027835,12.4963655	us	38.9071923,-77.0368707
0146	2018	at	48.2081743,16.3738189	de	52.5200066,13.404954
0146	2018	at	48.2081743,16.3738189	eu	50.8503463,4.3517211
0146	2018	at	48.2081743,16.3738189	ru	55.755826,37.6172999
0146	2018	at	48.2081743,16.3738189	us	38.9071923,-77.0368707
0146	2018	de	52.5200066,13.404954	eu	50.8503463,4.3517211
0146	2018	de	52.5200066,13.404954	ru	55.755826,37.6172999
0146	2018	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0146	2018	eu	50.8503463,4.3517211	ru	55.755826,37.6172999
0146	2018	eu	50.8503463,4.3517211	us	38.9071923,-77.0368707
0146	2018	ru	55.755826,37.6172999	us	38.9071923,-77.0368707
0156	2018	lu	49.611621,6.1319346	uk	51.5073509,-0.1277583
0167	2018	pt	38.7222524,-9.1393366	uk	51.5073509,-0.1277583
0179	2018	ca	45.4215296,-75.6971931	gr	37.9838096,23.7275388
0179	2018	ca	45.4215296,-75.6971931	it	41.9027835,12.4963655
0179	2018	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0179	2018	gr	37.9838096,23.7275388	it	41.9027835,12.4963655
0179	2018	gr	37.9838096,23.7275388	us	38.9071923,-77.0368707
0179	2018	it	41.9027835,12.4963655	us	38.9071923,-77.0368707
0181	2018	ch	46.9479739,7.4474468	it	41.9027835,12.4963655
0194	2018	fr	48.856614,2.3522219	jp	35.7090259,139.7319925
0206	2018	be	50.8503463,4.3517211	nl	52.3702157,4.8951679
0210	2018	ch	46.9479739,7.4474468	nl	52.3702157,4.8951679
0211	2018	ar	-34.6036844,-58.3815591	eu	50.8503463,4.3517211
0213	2018	at	48.2081743,16.3738189	de	52.5200066,13.404954
0215	2018	il	31.768319,35.21371	us	38.9071923,-77.0368707
0217	2018	co	4.7109886,-74.072092	us	38.9071923,-77.0368707
0219	2018	fr	48.856614,2.3522219	us	38.9071923,-77.0368707
0222	2018	at	48.2081743,16.3738189	nl	52.3702157,4.8951679
0222	2018	at	48.2081743,16.3738189	us	38.9071923,-77.0368707
0222	2018	nl	52.3702157,4.8951679	us	38.9071923,-77.0368707
0238	2018	ar	-34.6036844,-58.3815591	mx	19.4326077,-99.133208
0244	2018	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0249	2018	es	40.4167754,-3.7037902	fr	48.856614,2.3522219
0265	2018	ca	45.4215296,-75.6971931	uk	51.5073509,-0.1277583
0265	2018	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0265	2018	uk	51.5073509,-0.1277583	us	38.9071923,-77.0368707
0269	2018	ru	55.755826,37.6172999	uk	51.5073509,-0.1277583
0269	2018	ru	55.755826,37.6172999	us	38.9071923,-77.0368707
0269	2018	uk	51.5073509,-0.1277583	us	38.9071923,-77.0368707
0280	2018	pt	38.7222524,-9.1393366	uk	51.5073509,-0.1277583
0285	2018	ca	45.4215296,-75.6971931	uk	51.5073509,-0.1277583
0285	2018	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0285	2018	uk	51.5073509,-0.1277583	us	38.9071923,-77.0368707
0304	2018	uk	51.5073509,-0.1277583	us	38.9071923,-77.0368707
0305	2018	co	4.7109886,-74.072092	us	38.9071923,-77.0368707
0308	2018	it	41.9027835,12.4963655	pl	52.2296756,21.0122287
0310	2018	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0318	2018	uk	51.5073509,-0.1277583	us	38.9071923,-77.0368707
